Ticket,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250
RiskParity,972.0918692,970.1675582,971.5086934,971.509976,964.2914271,968.3559333,967.9110455,969.0133092,980.3823737,978.8547411,985.8071283,986.8588759,989.0952957,994.1489236,992.1665166,986.9418225,976.7617504,957.153849,922.6111136,902.9736859,924.013759,938.2463146,938.9492773,932.5498747,907.5737455,916.7592136,918.9131091,904.9614299,926.5665888,918.0831831,918.1322067,921.1210319,919.607814,928.581547,935.5172231,934.3285897,921.7027403,926.7015042,918.0673908,911.2050126,913.1548428,916.8653069,903.2886772,906.2963993,917.3616121,910.5575833,917.9954619,937.2929902,934.4312981,939.81346,950.4234028,951.0097242,956.0530808,952.7376872,951.9823685,961.7979759,965.4897929,965.2279154,968.5875309,964.7495617,981.765014,982.1479545,978.712373,973.717687,974.9279043,978.0164645,979.2487355,982.0543643,984.2342766,980.8388053,980.2877135,968.685823,960.840745,959.7865674,960.8688203,951.122327,952.1053996,969.6039311,961.8783354,971.1516125,974.0517955,973.1742318,966.1810544,966.4099986,962.2399491,965.5588982,961.5426689,964.3966673,950.767671,939.4561937,957.8346389,954.4697238,944.4721388,942.865484,939.8990239,928.4611663,933.3072339,942.5392438,956.3432007,944.790337,931.8574455,934.8451597,943.1982259,956.1863406,953.243578,951.1449296,959.4096475,953.4010806,943.0877859,934.1313827,940.2067168,932.6784658,921.0517167,919.2818436,921.9730193,926.0269813,915.0400072,928.7536374,914.8597906,923.2630279,911.0078283,917.5550835,932.6292819,924.3211035,937.7481981,938.7280943,944.5247596,962.9588198,959.6472676,947.5372294,960.7211634,965.1025552,964.5114319,953.3720263,957.1417051,953.8923024,941.4243215,952.6017852,959.4499835,967.057371,969.5662768,967.4464378,977.3018382,969.6726878,972.7715352,980.526762,972.3730536,966.0014378,980.7005352,979.5724872,986.9041109,993.6323717,998.025674,996.5288696,999.8889264,1000.661341,1007.30705,1006.177531,1008.760117,1015.084142,1027.121132,1023.88098,1025.123737,1020.942982,1020.311261,1021.067219,1020.836265,1031.873759,1036.568417,1035.425379,1038.304725,1036.681887,1024.755816,1025.203191,1014.070592,1018.225394,1014.070186,1021.97338,1021.907831,1021.166433,1023.010714,1026.034305,1032.086173,1023.773509,1007.757469,1014.4836,1015.324403,1013.536268,1022.322937,1017.944483,1015.116555,1021.145047,1012.678665,1015.10776,1011.933218,1012.290868,1012.402915,1019.718049,1015.330021,1020.042382,1012.079491,1018.171781,1007.995586,997.1438189,997.7548456,998.8100283,992.4813078,1001.206128,1005.363375,1008.208078,1011.901335,1013.513451,1010.681609,1011.722919,1018.18513,1018.997391,1024.305025,1028.465084,1033.998963,1034.518817,1030.936428,1033.530979,1031.486786,1037.342143,1038.059944,1041.629612,1043.757275,1041.448916,1050.988739,1036.084307,1033.670111,1047.572103,1056.311244,1073.010153,1076.425316,1076.983645,1078.0844,1066.935658,1079.668574,1080.609366,1080.275311,1085.004777,1083.407414,1084.730787,1085.763233,1084.844859,1081.663635,1079.509249,1087.923838,1085.464081
IWB (Russell1000),999.4064864,999.8303883,998.2194421,994.8278787,993.3016789,996.6084366,988.6382569,986.1793796,998.5585467,989.6557489,990.7579788,989.6557489,993.2168646,999.1520604,996.5236307,988.4687131,966.7627189,937.6801265,899.8642971,887.6547416,921.3159416,944.2089123,945.3111422,938.1040964,909.5302288,927.3359432,928.0990092,914.447992,937.6801265,924.8770574,929.2012391,933.949467,930.4730892,941.9195703,949.9745557,948.1939978,933.1863332,937.1714187,925.1314155,923.2660434,919.8744799,914.7023501,890.7071496,890.9615077,907.6649244,909.1911241,923.0116937,939.7151104,936.4083443,944.3784561,952.9421493,953.8748354,953.8748354,947.770028,943.1066738,956.8424291,960.7427173,961.7602008,960.573165,953.9596413,968.7128884,979.0571396,977.0222236,974.1393679,986.0946331,985.501111,981.2616673,993.0473208,995.5909446,993.3864848,992.1146347,991.0971428,982.1942855,983.8901054,979.9898257,966.5931666,955.7401992,970.0695443,968.3737245,984.3988132,983.8052996,986.7728932,986.2641854,988.5534511,988.214355,989.4013907,985.2466935,994.2343566,984.3988132,969.8999242,988.2991014,981.1768614,975.2416063,967.5258527,969.8999242,951.0767856,954.7227072,965.2365107,979.1419454,964.3038924,948.0243862,955.0618712,963.6255729,975.83512,969.3064106,967.1866887,976.9374177,969.5607602,960.7427173,946.7526039,948.6178998,936.0691888,913.2609562,903.7645768,903.1710632,910.2085482,886.8916078,900.7969832,881.63474,881.8042923,871.884011,875.7842907,894.0139072,880.1085403,892.9116179,882.8217842,886.2980942,908.5128047,908.7671543,891.8093795,896.7271511,898.7620672,880.9564205,867.7293053,866.2031734,867.2205975,855.7741079,872.8166886,887.9939056,903.255869,899.5251331,899.6947533,912.4978902,901.899281,905.5452026,916.2285583,915.8893943,908.5128047,930.1339252,934.7973387,939.4607523,942.5978982,943.700196,932.2536471,937.2562246,936.8322548,952.8573435,951.8399194,949.1266754,955.3162293,961.7602008,966.2540026,966.9323306,966.8475247,954.8923274,954.8923274,955.1466855,964.8974145,968.4585303,967.1866887,972.8675263,969.5607602,959.9796429,970.5782522,959.2165091,961.7602008,959.8100312,968.7128884,979.0571396,978.9723337,978.2092678,985.0771412,987.7055793,989.1470411,984.0596577,984.5684334,982.2790914,984.7379772,987.1120572,977.785298,972.2740042,979.820214,970.8326103,965.1517727,964.982161,968.0345605,969.0520524,981.3464137,971.7652964,971.7652964,963.3712148,973.5458543,964.3038924,964.3886389,961.0818728,967.2714945,965.5756747,978.3788116,985.161947,985.501111,989.7405547,988.4687131,991.0971428,994.4887147,991.2667629,996.5236307,997.7954723,1001.017433,999.2368662,989.7405547,981.5160254,979.5658559,979.0571396,981.7703836,978.124462,984.6531714,986.7728932,985.4163051,998.8129642,962.268917,943.8697483,960.8275231,977.8701038,991.0971428,993.3016789,986.0098273,986.6881552,986.3489912,1001.271782,1005.087324,1012.463981,1012.209555,1017.381685,1015.516322,1017.975207,1017.381685,1022.299457,1018.229557,1022.808165,1020.688443
